Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
23-01-2024 09:00,8010.14,8117.43,8010.14,8105.52,207687568.0,XU100,7775.82,8027.25,7946.16,7606.68,+_03-01-2024 17:00:00,4.24,-,6.56,-,8037.4,8035.11,58.44,-10.88,69.33,61.6,59.52,-,+,1.19,-44.15,456600342.33,-,68.12,0.85,70.41,0.88,7986.47,8116.9,7937.06,7996.7,11490929720.0,336.73,-115.42,452.15,61.48,61.41,7813.36,7815.47,2.11,7882.79,0.13,-19.42,11664127318.0,+,-,+,-,292.16,3.74,+,-,False,-0.03,+,H_Tk:H_Wma15:H_Wma9,2.52,-,,,,,,+,+,+_23-01-2024 09:00:00,+,+,,,
23-01-2024 09:00,28.86,28.86,28.6,28.74,81501.0,A1CAP,31.1,28.53,28.54,27.01,-_23-01-2024 09:00:00,-7.58,-,6.41,-,28.56,28.63,0.19,-0.08,0.27,55.6,55.91,-,-,0.91,-43.84,174379.33,-,0.18,0.64,0.11,0.38,28.5,29.9,28.14,28.34,6692483.0,-2.93,,,38.39,41.94,28.43,30.18,1.75,34.9,-0.56,5.32,5795426.0,+,-,-,-,0.31,1.08,+,+,False,-5.78,-,H_Tk:H_Wma15:H_Wma9,0.59,+,Arasinda,,,,,+,+,+_23-01-2024 09:00:00,+,,,,
23-01-2024 09:00,116.9,117.0,116.1,116.8,11707.0,ACSEL,119.35,117.35,117.7,112.38,-_12-01-2024 09:00:00,-2.14,-,3.94,-,116.74,116.77,-0.47,-0.04,-0.42,47.63,46.63,-,-,0.69,-60.02,32364.67,-,0.06,0.05,0.03,0.03,117.3,122.4,115.6,117.2,970191.0,11.63,-5.49,17.12,53.83,70.61,120.51,124.34,3.83,126.38,0.0,-47.93,1905196.0,-,-,+,-,-3.71,-3.08,-,-,True,-3.08,-,H_Tk:H_Wma15:H_Wma9,-2.91,-,,,,,,+,+,+_23-01-2024 09:00:00,+,-,,,-
23-01-2024 09:00,368.25,369.75,363.25,364.0,16343.0,ADEL,405.85,359.25,368.5,361.88,-_17-01-2024 13:00:00,-10.31,-,0.59,+,361.37,358.93,-0.29,0.46,-0.75,52.9,46.39,+,+,-0.55,-62.92,69367.0,-,2.63,0.73,5.07,1.41,380.25,386.0,345.0,357.5,1155028.0,9.64,-30.73,40.37,45.6,51.27,376.49,400.98,24.49,529.62,-5.98,-59.19,2086427.0,-,-,-,-,-12.49,-3.32,-,-,False,-6.11,-,H_Tk:H_Wma15:H_Wma9,-1.79,+,,,,,,,,+_19-01-2024 09:00:00,+,,,,-
23-01-2024 09:00,2.45,2.46,2.42,2.43,2606810.0,ADESE,2.04,2.39,2.28,1.88,+_28-12-2023 17:00:00,19.22,-,29.6,-,2.41,2.39,0.09,0.0,0.09,66.0,69.45,+,-,-0.41,-76.07,10889492.0,-,0.02,1.03,0.04,1.85,2.07,2.43,2.06,2.31,386866281.0,0.09,-0.02,0.11,63.61,54.17,2.02,2.01,0.01,2.18,12.14,40.07,278787046.67,+,-,+,-,0.41,20.48,+,-,True,0.35,+,H_Tk:H_Wma9:H_Wma15,19.99,-,,,,,,,,+_22-01-2024 09:00:00,+,,,,
23-01-2024 09:00,30.6,30.88,30.54,30.7,138307.0,ADGYO,31.13,31.29,29.48,29.1,+_18-01-2024 09:00:00,-1.37,+,5.5,-,30.98,30.85,0.4,-0.01,0.41,54.47,58.05,-,-,0.52,-79.05,723028.0,-,0.28,0.91,0.15,0.48,26.68,32.28,26.68,31.7,14906272.0,,,,49.67,,30.44,32.12,1.67,,8.86,26.26,12980338.33,+,-,-,-,0.26,0.84,+,+,False,-5.21,-,H_Wma15:H_Wma9:H_Tk,0.32,+,Arasinda,,,,,,,-_22-01-2024 09:00:00,-,,,,
23-01-2024 09:00,137.5,138.0,136.3,136.6,74701.0,AEFES,120.87,134.2,130.65,128.05,+_15-01-2024 17:00:00,13.02,-,6.68,-,135.39,134.61,1.39,0.3,1.1,63.54,57.04,+,+,-0.07,-72.76,246843.67,-,1.21,0.89,1.99,1.48,134.1,135.9,130.4,134.7,7666492.0,13.26,1.03,12.23,67.7,63.99,130.23,124.66,5.57,116.7,1.2,-51.94,11137594.67,-,+,+,+,6.37,4.89,+,-,True,4.47,-,H_Wma9:H_Wma15:H_Tk,4.66,-,,,,,,,,+_18-01-2024 13:00:00,+,,,,
23-01-2024 09:00,12.05,12.29,12.05,12.28,1133140.0,AFYON,12.15,11.86,11.72,11.16,+_12-01-2024 13:00:00,1.11,+,9.99,-,11.88,11.77,0.13,0.05,0.08,68.99,55.02,+,+,2.76,-35.22,3471274.67,-,0.4,3.4,0.51,4.31,11.63,11.93,11.41,11.61,29130677.0,0.33,-0.54,0.87,48.08,52.32,11.65,12.11,0.46,14.17,-0.17,30.26,21996634.0,+,-,-,-,0.63,5.39,+,-,False,-3.83,-,H_Tk:H_Wma15:H_Wma9,3.42,-,,,+,,+,,,+_19-01-2024 13:00:00,+,,,,
23-01-2024 09:00,56.15,56.2,55.75,55.95,20048.0,AGESA,56.24,55.58,55.15,56.47,+_22-01-2024 09:00:00,-0.51,+,-0.93,+,55.55,55.45,0.16,0.06,0.1,55.35,51.27,+,+,0.45,-76.46,163594.67,-,0.4,0.71,0.5,0.9,55.2,57.45,52.85,55.0,2792508.0,3.05,-2.03,5.07,51.45,55.94,55.42,56.25,0.83,64.25,0.0,-10.26,2590216.67,+,-,+,-,0.53,0.96,+,+,False,-1.47,-,H_Tk:H_Wma15:H_Wma9,0.6,+,Arasinda,,,,,,,+_22-01-2024 09:00:00,+,,,,
23-01-2024 09:00,221.9,222.0,220.2,220.4,23223.0,AGHOL,205.56,224.05,219.75,200.0,+_29-12-2023 13:00:00,7.22,-,10.2,-,221.2,221.55,1.91,-0.81,2.72,53.27,58.49,-,-,0.18,-65.71,69110.0,-,0.8,0.36,1.15,0.52,217.3,228.6,217.2,222.9,2925679.0,18.08,-4.53,22.6,63.34,60.0,209.75,208.79,0.96,221.2,2.62,-9.82,3048639.67,+,-,+,-,10.65,5.08,+,-,False,0.46,+,H_Tk:H_Wma9:H_Wma15,4.98,-,,,,,,,,-_22-01-2024 09:00:00,-,,,,
